Name deutsch;Name englisch;URL der Einrichtung;Einrichtungsart;Einrichtungsart englisch;DFG Instituts ID;Straße;Hausnummer;Postfach;Postleizahl vor Ort;Ort;Postleitzahl nach Ort;DESTATIS Fächerguppe;DESTATIS Lehr- Forschungsbereich;DESTATIS Fachgebiet;GRID ID;Crossref ID 1;Crossref ID 2;Crossref ID 3;URL GERiT Nachweis;;;
FEhS - Institut für Baustoff-Forschung;FEhS – Institut für Baustoff-Forschung e. V. – Building Materials Institute;www.fehs.de/;Sonst. Forschg;other res. inst.;269220333;Bliersheimer Straße;62;;47229;Duisburg;;Ingenieurwissenschaften;Bauingenieurwesen;Baustofftechnik;;;;;http://www.gerit.org/de/institutiondetail/269220333;;;
Fernwärme-Forschungsinstitut;District Heating Research Institute;www.fernwaerme.de/;Sonst. Forschg;other res. inst.;269220923;Max-von-Laue-Straße;23;;30966;Hemmingen;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Energietechnik (ohne Elektrotechnik);;;;;http://www.gerit.org/de/institutiondetail/269220923;;;
Institut für Kalk- und Mörtelforschung;Institute for Lime and Mortar Research e. V.;www.ikm-koeln.net/;Sonst. Forschg;other res. inst.;269223772;Annastraße;67-71;;50968;Köln;;Ingenieurwissenschaften;Bauingenieurwesen;Baustofftechnik;;;;;http://www.gerit.org/de/institutiondetail/269223772;;;
Forschungsvereinigung für die Sport- und Freizeitschifffahrt;Forschungsvereinigung für die Sport- und Freizeitschifffahrt e.V.;www.bvww.org/forschung.html;Sonst. Forschg;other res. inst.;269316745;Gunther-Plüschow Straße;8;;50829;Köln;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Sportmanagement/Sportökonomie;;;;;http://www.gerit.org/de/institutiondetail/269316745;;;
Forschungsvereinigung Programmiersprachen für Fertigungseinrichtungen e.V.;Forschungsvereinigung Programmiersprachen für Fertigungseinrichtungen e.V.;www.forschungsvereinigung-programmiersprachen.de;Sonst. Forschg;other res. inst.;269317448;Theaterstraße;12;;52062;Aachen;;Ingenieurwissenschaften;Informatik;Informatik allgemein;;;;;http://www.gerit.org/de/institutiondetail/269317448;;;
Friedrich-Wilhelm-Bessel-Institut Forschungsgesellschaft;Friedrich-Wilhelm-Bessel-Institut research centre;www.fwbi-bremen.de/index.php;Sonst. Forschg;other res. inst.;269319305;Otto-Hahn-Allee;1;;28359;Bremen;;Ingenieurwissenschaften;Elektrotechnik und Informationstechnik;Mikrosystemtechnik;;;;;http://www.gerit.org/de/institutiondetail/269319305;;;
Gesellschaft zur Förderung von Medizin-; Bio- und Umwelttechnologien (GMBU);Association for the Promotion of Bio-, Medical- and Environmental Technologies (GMBU);www.gmbu.de;Sonst. Forschg;other res. inst.;269320301;Erich-Neuß-Weg;5;;6120;Halle;;Mathematik, Naturwissenschaften;Biologie;Mikrobiologie;grid.500067.4;;;;http://www.gerit.org/de/institutiondetail/269320301;;
Günter-Köhler-Institut für Fügetechnik und Werkstoffprüfung;Günter-Köhler Institute of Assembling Techniques and Materials Testing;www.ifw-jena.de;Sonst. Forschg;other res. inst.;269322651;Otto-Schott-Straße;13;;7745;Jena;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;;;;;http://www.gerit.org/de/institutiondetail/269322651;;;
IAB - Institut für Angewandte Bauforschung Weimar;Weimar Institute of Applied Construction Research – IAB;www.iab-weimar.de;Sonst. Forschg;other res. inst.;269324647;Über der Nonnenwiese;1;;99428;Tröbsdorf;;Ingenieurwissenschaften;Architektur;Grundlagen und Hilfswissenschaften der Architektur;grid.506620.7;;;;http://www.gerit.org/de/institutiondetail/269324647;;;
IFINKOR - Institut für Instandhaltung und Korrosionsschutztechnik;Institute for Maintenance and Corrosion Protection Technologies;www.ifinkor.de/;Sonst. Forschg;other res. inst.;269326362;Kalkofen;4;;58638;Iserlohn;;Mathematik, Naturwissenschaften;Chemie;Chemie allgemein;;;;;http://www.gerit.org/de/institutiondetail/269326362;;;
Hüttentechnische Vereinigung der Deutschen Glasindustrie (HVG);Metallurgical Association of the German Glass Industry (HVG);www.hvg-dgg.de/forschung.html;Sonst. Forschg;other res. inst.;269329531;Siemensstraße;45;;63071;Offenbach;;Ingenieurwissenschaften;Bergbau, Hüttenwesen;Hütten- und Gießereiwesen;;;;;http://www.gerit.org/de/institutiondetail/269329531;;;
Institut für Innovationen im Lebensmittel- und Umweltbereich e.V.;Institute for Innovation in Foodstuffs and the Environment;iilu.de/;Sonst. Forschg;other res. inst.;269330355;Flughafendamm;9a;;28199;Bremen;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Lebensmitteltechnologie/Getränketechnologie;;;;;http://www.gerit.org/de/institutiondetail/269330355;;;
Institut für Kunststofftechnologie und -recycling e.V.;Institut für Kunststofftechnologie und -recycling e.V.;www.iktr-online.de/;Sonst. Forschg;other res. inst.;269376757;Industriestraße;12;;6369;Weißandt-Gölzau;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Umwelttechnik (einschl. Recycling);;;;;http://www.gerit.org/de/institutiondetail/269376757;;;
VHT - Versuchsanstalt für Holz- und Trockenbau GmbH;VHT - Testing Centre for Timber and Dry Construction;www.vht-darmstadt.de/index.html;Sonst. Forschg;other res. inst.;269377932;Annastraße;18;;64285;Darmstadt;;Ingenieurwissenschaften;Bauingenieurwesen;Holzbau;;;;;http://www.gerit.org/de/institutiondetail/269377932;;;
Institut für Verfahrens-; Umwelt- und Bergbauforschung e.V. (IVUB);Institut für Verfahrens-, Umwelt- und Bergbauforschung e.V. (IVUB);www.k-utec.de/IVUB-e-V.175.0.html;Sonst. Forschg;other res. inst.;269380616;Am Petersenschacht;7;;99706;Sondershausen;;Ingenieurwissenschaften;Bergbau, Hüttenwesen;Bergbau und mineralische Rohstoffwirtschaft;;;;;http://www.gerit.org/de/institutiondetail/269380616;;
Institut für Ziegelforschung Essen e.V.;Brick and Tile Research Institute;www.izf.de/;Sonst. Forschg;other res. inst.;269381837;Am Zehnthof;197;;45307;Essen;;Mathematik, Naturwissenschaften;Physik, Astronomie;Materialphysik;grid.486798.c;;;;http://www.gerit.org/de/institutiondetail/269381837;;;
Institution for Paper Science and Technology - IfP-gGmbH;Institution for Paper Science and Technology;www.pmv.tu-darmstadt.de/ifpggmbh/index.en.jsp;Sonst. Forschg;other res. inst.;269382203;Alexanderstraße;8;;64283;Darmstadt;;Mathematik, Naturwissenschaften;Physik, Astronomie;Materialphysik;;;;;http://www.gerit.org/de/institutiondetail/269382203;;;
International Performance Research Institute - IPRI;International Performance Research Institute;www.ipri-institute.com/;Sonst. Forschg;other res. inst.;269382591;Königstraße;5;;70173;Stuttgart;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Logistik;grid.506421.4;;;;http://www.gerit.org/de/institutiondetail/269382591;;;
Bildung; Innovation; Migration; Soziale Exzellenz gem. e.V. (BIMS) (Amtsgericht Traunstein VR 200320);BIMS e.V.;www.bimsev.de/n/;Sonst. Forschg;other res. inst.;269419552;Fallbacherstraße;2a;;83435;Bad Reichenhall;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Erziehungswissenschaften;Erziehungswissenschaft allgemein;;;;;http://www.gerit.org/de/institutiondetail/269419552
ISC International Shoe Competence Center Pirmasens;ISC International Shoe Competence Centre Pirmasens;www.isc-germany.com/start.html;Sonst. Forschg;other res. inst.;269432964;Marie-Curie-Straße;20;;66953;Pirmasens;;Mathematik, Naturwissenschaften;Physik, Astronomie;Materialphysik;;;;;http://www.gerit.org/de/institutiondetail/269432964;;;
Oel-Waerme-Institut GmbH (OWI);Oel-Waerme-Institut (OWI);www.owi-aachen.de;Sonst. Forschg;other res. inst.;269434572;Kaiserstraße;100;;52134;Herzogenrath;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Energietechnik (ohne Elektrotechnik);;;;;http://www.gerit.org/de/institutiondetail/269434572;;;
Pilot Pflanzenöltechnologie Magdeburg e.V. (PPM);Pilot Pflanzenöltechnologie Magdeburg e. V. (PPM);ppm-magdeburg.de/;Sonst. Forschg;other res. inst.;269435469;Berliner Chaussee;66;;39114;Magdeburg;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Kunststofftechnik;;;;;http://www.gerit.org/de/institutiondetail/269435469;;;
Schweißtechnische Lehr- und Versuchsanstalt Halle GmbH (SLV);SLV Halle - Teaching and Testing Institute for Welding;www.slv-halle.de/;Sonst. Forschg;other res. inst.;269435920;Köthener Straße;33a;;6118;Halle;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Maschinenbau allgemein;;;;;http://www.gerit.org/de/institutiondetail/269435920;;;
SID Sächsisches Institut für die Druckindustrie GmbH;SID Sächsisches Institut für die Druckindustrie GmbH;www.sidleipzig.de;Sonst. Forschg;other res. inst.;269436106;Mommsenstraße;2;;4329;Leipzig;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Maschinenbau allgemein;;;;;http://www.gerit.org/de/institutiondetail/269436106;;;
TIME - Technologie-Institut für Metall und Engineering GmbH;TIME - Technology Institute for Metal and Engineering GmbH;www.time-rlp.de/;Landesforschung;state research;269438345;Koblenzer Straße;43;;57537;Wissen;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Materialwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/269438345;;;
Versuchs- und Lehranstalt für Brauerei in Berlin (VLB) e.V.;Versuchs- und Lehranstalt für Brauerei in Berlin (VLB) e.V.;www.vlb-berlin.org;Sonst. Forschg;other res. inst.;269440342;Seestraße;13;;13353;Berlin;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Brauwesen/Getränketechnik;grid.498968.2;;;;http://www.gerit.org/de/institutiondetail/269440342;;;
Wissenschaftliches Institut der FKI;Scientific Institute of FKI;www.fki-ev.de/wiss.htm;Sonst. Forschg;other res. inst.;269444493;Max-Planck-Straße;6;;37603;Holzminden;;Mathematik, Naturwissenschaften;Physik, Astronomie;Materialphysik;;;;;http://www.gerit.org/de/institutiondetail/269444493;;;
Institut für Assistenzsysteme und Qualifizierung (IAQ) e.V.;Institute for Assistance Systems and Qualification (IAQ);www.iaq-hd.de/;Sonst. Forschg;other res. inst.;269511750;Südendstraße;42;;76135;Karlsruhe;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Rehabilitation;;;;;http://www.gerit.org/de/institutiondetail/269511750;;;
Institut für Polymertechnologien e.V.;Institute for Polymer Technologies;www.ipt-wismar.de/;Sonst. Forschg;other res. inst.;269514450;Alter Holzhafen;19;;23966;Wismar;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Verfahrenstechnik;;;;;http://www.gerit.org/de/institutiondetail/269514450;;;
Institut für Abfall; Abwasser; Site und Facility Management e.V. ISFM e.V.;INFA - Institute of Waste, Waste Water and Infrastructure Management;www.infa.de/index.php/de/;Sonst. Forschg;other res. inst.;269570491;Beckumer Straße;36;;59229;Ahlen;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftsingenieurwesen mit wirtschaftswissenschaftlichem Schwerpunkt;Facility Management;;;;;http://www.gerit.org/de/institutiondetail/269570491;
Verein zur Förderung agrar- und stadtökologischer Projekte;Verein zur Förderung agrar- und stadtökologischer Projekte e.V.;www.asp-berlin.de/;Sonst. Forschg;other res. inst.;269570751;Philippstraße;13;;10115;Berlin;;Mathematik, Naturwissenschaften;Biologie;Ökologie;grid.506591.e;;;;http://www.gerit.org/de/institutiondetail/269570751;;;
Institut für angewandte Photonik e.V.;Institut für angewandte Photonik e.V.;www.iap-adlershof.de/kurzdarstellung/;Sonst. Forschg;other res. inst.;269572240;Rudower Chaussee;29/31;;12489;Berlin;;Mathematik, Naturwissenschaften;Physik, Astronomie;Optik;;;;;http://www.gerit.org/de/institutiondetail/269572240;;;
Optotransmitter-Umweltschutz-Technologie e.V. (OUT e.V.);Optotransmitter-Umweltschutz-Technologie e.V. (OUT e.V.);www.out-ev.de;Sonst. Forschg;other res. inst.;269573165;Köpenicker Straße;325;;12555;Berlin;;Ingenieurwissenschaften;Raumplanung;Umweltschutz;;;;;http://www.gerit.org/de/institutiondetail/269573165;;;
Versuchsanstalt der Hefeindustrie e.V.;Versuchsanstalt der Hefeindustrie e.V.;www.vh-berlin.org;Sonst. Forschg;other res. inst.;269573586;Volmerstraße;7B/9A;;12489;Berlin;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Lebensmitteltechnologie/Getränketechnologie;;;;;http://www.gerit.org/de/institutiondetail/269573586;;;
CeWOTec gGmbH  - Chemnitzer Werkstoff- und OberflächenTechnik;CeWOTec gGmbH – Chemnitzer Werkstoff- und OberflächenTechnik;www.cewotec.de;Sonst. Forschg;other res. inst.;269574910;  Lassallestraße;14;;9117;Chemnitz;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;;;;;http://www.gerit.org/de/institutiondetail/269574910;;;
Institut für innovative Technologien; Technologietransfer; Ausbildung und berufsbegleitende Weiterbildung (ITW) e.V.;Institut für innovative Technologien, Technologietransfer, Ausbildung und berufsbegleitende Weiterbildung (ITW) e.V.;www.itw-chemnitz.de/;Sonst. Forschg;other res. inst.;269577079;Neefestraße;88;;9116;Chemnitz;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Produktions- und Fertigungstechnologie;;;;;http://www.gerit.org/de/institutiondetail/269577079;
Institut für angewandte Informatik im Bauwesen e.V.;Institut für angewandte Informatik im Bauwesen e.V.;www.iaib.de/;Sonst. Forschg;other res. inst.;269577531;Alter Holzhafen;17c;;23966;Wismar;;Ingenieurwissenschaften;Informatik;Angewandte Informatik;;;;;http://www.gerit.org/de/institutiondetail/269577531;;;
CEBra - Centrum für Energietechnologie Brandenburg e. V.;CEBra - Centrum für Energietechnologie Brandenburg e. V.;www.cebra-ev.de/de/;Sonst. Forschg;other res. inst.;269578349;Friedlieb-Runge-Straße;3;;3046;Cottbus;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Regenerative Energien;;;;;http://www.gerit.org/de/institutiondetail/269578349;;;
Zentrum für Telematik (ZfT) e.V.;;www.telematik-zentrum.de;Sonst. Forschg;other res. inst.;269581977;Magdalene-Schoch-Straße;5;;97074;Würzburg;;Ingenieurwissenschaften;Informatik;Ingenieurinformatik/Technische Informatik;;;;;http://www.gerit.org/de/institutiondetail/269581977;;;
Forschungszentrum Sensorik Greifswald e.V.;Forschungszentrum Sensorik Greifswald e.V.;www.fsg-ev.de;Sonst. Forschg;other res. inst.;269624992;Brandteichstraße;20;;17489;Greifswald;;Mathematik, Naturwissenschaften;Chemie;Biochemie (f. Chemiker);;;;;http://www.gerit.org/de/institutiondetail/269624992;;;
Forschungsvereinigung Kalk-Sand e.V.;Institute for Lime and Mortar Research e. V.;www.kalksandstein.de/bv_ksi/home?page_id=10;Sonst. Forschg;other res. inst.;269631176;Entenfangweg;15;;30419;Hannover;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Geologie;;;;;http://www.gerit.org/de/institutiondetail/269631176;;;
BioEnergie Verbund Thüringen e.V.;Thuringia BioEnergy Association;www.bioenergieverbund.de/index.php?id=33;Sonst. Forschg;other res. inst.;269632734;Im Steinfeld;10;;7751;Maua;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Regenerative Energien;;;;;http://www.gerit.org/de/institutiondetail/269632734;;;
Institut dezentrale Energietechnologien gGmbH;Institute Decentralised Energy Technologies;www.ide-kassel.de/;Sonst. Forschg;other res. inst.;269633272;Ständeplatz;15;;34117;Kassel;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Energietechnik (ohne Elektrotechnik);;;;;http://www.gerit.org/de/institutiondetail/269633272;;;
Institut für Lebensmitteltechnik; Biotechnologie und Qualitätssicherung e.V.;Institute for Foodstuff Technology, Biotechnology and Quality Assurance;www.hs-anhalt.de/forschung/aninstitute/institut-fuer-lebensmitteltechnik-biotechnologie-und-qualitaetssicherung-e-v.html;Sonst. Forschg;other res. inst.;269635701;Hubertus;1a;;6366;Köthen;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Lebensmitteltechnologie/Getränketechnologie;;;;;http://www.gerit.org/de/institutiondetail/269635701;;
Frankenförder Forschungsgesellschaft mbH;Frankenförder Research Association;www.frankenfoerder-fg.de;Sonst. Forschg;other res. inst.;269636417;Potsdamer Straße;18a;;14943;Luckenwalde;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Ernährungs- und Haushaltswissenschaften;Ernährungs- und Haushaltswissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/269636417;;;
Technologie Centrum Westbayern GmbH;Technologie Centrum Westbayern GmbH;www.tcw-donau-ries.de/cms/front_content.php?idcat=57;Sonst. Forschg;other res. inst.;269637699;Emil-Eigner-Straße;1;;86720;Nördlingen;;Mathematik, Naturwissenschaften;Physik, Astronomie;Technische Physik;;;;;http://www.gerit.org/de/institutiondetail/269637699;;;
Schiffbau-Versuchsanstalt Potsdam GmbH;Schiffbau-Versuchsanstalt Potsdam GmbH;www.sva-potsdam.de/;Sonst. Forschg;other res. inst.;269637920;Marquardter Chaussee;100;;14469;Potsdam;;Ingenieurwissenschaften;Verkehrstechnik, Nautik;Schiffbau, Meerestechnik;;;;;http://www.gerit.org/de/institutiondetail/269637920;;;
Forschungsgemeinschaft Werkzeuge und Werkstoffe e.V.;Forschungsgemeinschaft Werkzeuge und Werkstoffe e.V.;www.fgw.de;Sonst. Forschg;other res. inst.;269638104;Papenberger Straße;49;;42859;Remscheid;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;;;;;http://www.gerit.org/de/institutiondetail/269638104;;;
Energie - Umwelt - Beratung e.V. -Institut-;Energie - Umwelt - Beratung e.V. -Institute-;www.eub-institut.de/;Sonst. Forschg;other res. inst.;269638414;Friedrich-Barnewitz-Straße;4c;;18119;Rostock;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Energietechnik (ohne Elektrotechnik);;;;;http://www.gerit.org/de/institutiondetail/269638414;;;
FITT - Institut für Technologietransfer an der Hochschule für Technik und Wirtschaft des Saarlandes gGmbH;FITT – Institute of Technology Transfer at the Saarland University of Applied Sciences;www.forschung-fuer-das-saarland.de/;Sonst. Forschg;other res. inst.;269638901;Saaruferstraße;16;;66117;Saarbrücken;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Wirtschaftswissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/269638901;;;
FITR - Forschungsinstitut für Tief- und Rohrleitungsbau gGmbH;FITR - Forschungsinstitut für Tief- und Rohrleitungsbau gGmbH;www.fitr.de/site/index.php;Sonst. Forschg;other res. inst.;269639200;Gutenbergstraße;29a;;99423;Weimar;;Ingenieurwissenschaften;Bauingenieurwesen;Bauingenieurwesen allgemein;;;;;http://www.gerit.org/de/institutiondetail/269639200;;;
Répertoire International des Sources Musicales (RISM);Répertoire International des Sources Musicales (RISM);www.rism.info/home.html;Sonst. Forschg;other res. inst.;270136020;Senckenberganlage;31-33;;60325;Frankfurt;;Kunst, Kunstwissenschaft;Musik, Musikwissenschaft;Musik, Musikwissenschaft allgemein;;;;;http://www.gerit.org/de/institutiondetail/270136020;;;
